Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition
1603,30,C (all),8712,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,None,0,952,0,0,952,0,0,1,0,3,1,Detchd,1896,RFn,1,330,Alloca
1604,120,RM,3811,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,Stone,186,1646,0,0,1646,1,1,2,0,2,1,Attchd,2004,Fin,2,525,Normal
1605,60,RL,11050,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,None,0,1036,880,0,1916,1,0,2,1,3,1,Attchd,1998,Unf,3,741,Normal
1606,80,RL,9620,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,None,0,1285,0,0,1285,0,1,2,0,3,1,Attchd,1977,Unf,2,473,Normal
1607,90,RL,12760,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,None,0,2048,0,0,2048,0,0,3,0,5,2,2Types,1976,Unf,2,776,Normal
1608,20,RL,11896,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,Stone,60,1346,0,0,1346,1,0,2,0,3,1,Attchd,2008,Fin,3,660,Normal
1609,20,RL,9803,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,None,0,1214,0,0,1214,0,0,2,0,2,1,Attchd,2010,RFn,2,520,Partial
1610,60,RL,9802,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,None,0,744,700,0,1444,0,0,2,1,3,1,BuiltIn,2007,Fin,2,400,Normal
1611,20,RL,15300,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,None,0,1264,0,0,1264,1,0,1,0,2,1,Attchd,1965,Unf,2,528,Normal
1612,20,RL,10114,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,None,0,1430,0,0,1430,0,0,2,0,3,1,Attchd,2004,RFn,2,624,Normal
1613,20,RL,11875,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,None,0,1344,0,0,1344,0,0,2,0,3,1,Attchd,2001,Unf,2,686,Normal
1614,120,RM,2394,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,None,0,945,0,0,945,1,1,1,0,2,1,Attchd,1973,RFn,1,253,Normal
1615,160,RM,1476,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,None,0,546,546,0,1092,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
1616,160,RM,1900,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,None,0,546,546,0,1092,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
1617,160,RM,1890,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,None,0,546,546,0,1092,0,0,1,1,3,1,Attchd,1972,Unf,1,286,Normal
1618,20,RL,6953,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,None,0,874,0,0,874,0,0,1,0,3,1,Detchd,1971,Unf,1,352,Normal
1619,20,RL,12887,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,None,0,833,0,0,833,1,0,1,0,2,1,Attchd,1984,Unf,2,495,Normal
1620,90,RL,7700,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,None,0,1216,1216,0,2432,0,0,4,2,4,2,Attchd,1985,Unf,2,616,Normal
1621,60,RL,10475,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,None,0,624,650,0,1274,0,0,1,1,3,1,Detchd,1993,Unf,2,576,Normal
1622,50,RL,10544,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,None,0,864,615,0,1479,0,0,2,0,5,1,Attchd,1969,Fin,1,275,Normal
1623,20,RL,9892,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,None,0,1803,0,0,1803,1,1,2,1,3,1,Attchd,1994,Unf,2,482,Normal
1624,60,RL,12961,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,None,0,1152,645,0,1797,1,0,2,1,3,1,Attchd,1993,Fin,2,616,Normal
1625,20,RL,13008,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,None,0,882,0,0,882,0,0,1,0,2,1,Attchd,1956,Unf,1,502,Normal
1626,20,RL,10200,NAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,BrkFace,440,1434,0,0,1434,1,0,2,0,4,1,Attchd,1974,RFn,2,528,Normal
1627,60,RL,10179,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,None,0,945,663,0,1608,0,0,2,1,3,1,Attchd,1997,Fin,2,470,Normal
1628,60,RL,11792,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,BrkFace,188,1008,1275,0,2283,0,0,2,1,4,1,BuiltIn,2003,Fin,3,632,Normal
1629,80,RL,8400,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,BrkFace,32,958,670,0,1628,0,0,2,1,3,1,BuiltIn,1996,Fin,2,390,Normal
1630,120,RL,7296,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,None,0,2522,0,0,2522,1,0,2,0,1,1,Attchd,2004,Fin,2,564,Normal
1631,120,RL,7380,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,None,0,1478,0,0,1478,1,0,2,0,2,1,Attchd,1998,Fin,2,495,Normal
1632,120,RL,8013,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,None,0,1734,0,0,1734,1,0,2,0,2,1,Attchd,1995,RFn,2,528,Normal
1633,80,RL,8923,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,None,0,751,631,0,1382,0,0,2,1,3,1,BuiltIn,1998,Fin,2,396,Normal
1634,60,RL,7500,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,None,0,952,684,0,1636,1,0,2,1,3,1,Attchd,1998,Fin,2,440,Normal
1635,60,RL,8803,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,None,0,707,809,0,1516,1,0,2,1,3,1,Attchd,1994,Fin,2,409,Normal
1636,20,RL,7250,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,BrkFace,45,1190,0,0,1190,0,0,2,0,3,1,Attchd,1993,Unf,2,430,Normal
1637,60,RL,11900,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,BrkFace,157,946,988,0,1934,1,0,2,1,3,1,Attchd,1977,Unf,2,567,Normal
1638,60,RL,13250,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,Gable,BrkFace,256,1154,896,0,2050,0,0,2,1,4,1,Attchd,1978,RFn,2,529,Abnorml
1639,20,RL,10928,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1986,Gable,BrkFace,101,1671,0,0,1671,0,0,2,0,3,1,Attchd,1978,RFn,2,484,Normal
1640,60,RL,12388,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,BrkFace,229,1539,1134,0,2673,0,0,2,1,4,1,BuiltIn,1980,RFn,2,441,Normal
1641,20,RL,11088,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,BrkFace,144,1707,0,0,1707,0,0,2,0,3,1,Attchd,1978,Fin,2,479,Normal
1642,60,FV,7000,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,1016,868,0,1884,1,0,2,1,3,1,Attchd,2003,RFn,2,581,Normal
1643,60,FV,7500,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,None,0,1058,816,0,1874,0,0,2,1,3,1,Attchd,2000,Fin,2,588,Normal
1644,60,FV,8470,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,None,0,972,839,0,1811,0,0,2,1,3,1,Attchd,2002,RFn,2,565,Normal
1645,20,RL,9373,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,BrkFace,161,1621,0,0,1621,1,0,2,0,3,1,Attchd,1975,RFn,2,478,Normal
1646,20,RL,10140,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,BrkFace,196,1116,0,0,1116,1,0,2,0,3,1,Attchd,1974,RFn,2,528,Normal
1647,20,RL,11050,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,None,0,1193,0,0,1193,0,0,2,0,3,1,Attchd,1975,Unf,2,506,Normal
1648,20,RL,7830,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,None,0,1180,0,0,1180,0,0,1,1,2,1,Attchd,1970,RFn,2,477,Normal
1649,20,RL,8510,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,BrkFace,178,1050,0,0,1050,1,0,1,1,3,1,Attchd,1971,Unf,1,336,Normal
1650,20,RL,7038,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,None,0,864,0,0,864,1,0,1,0,3,1,Detchd,2001,Unf,2,576,Abnorml
1651,20,RL,9000,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,None,0,864,0,0,864,0,0,1,0,3,1,Detchd,1986,Unf,2,576,Normal
1652,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,BrkFace,504,483,504,0,987,1,0,1,1,2,1,Detchd,1973,Unf,1,264,Normal
1653,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,BrkFace,425,483,504,0,987,1,0,1,1,2,1,Detchd,1972,Unf,1,288,Normal
1654,160,RL,2308,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,None,0,804,744,0,1548,0,0,2,1,3,1,Detchd,1976,RFn,2,440,Normal
1655,120,RL,2280,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,None,0,1055,0,0,1055,0,1,2,0,2,1,Attchd,1975,RFn,2,440,Normal
1656,160,RL,2349,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,None,0,855,601,0,1456,0,0,2,1,3,1,Attchd,1977,Unf,2,440,Normal
1657,160,RL,2364,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,None,0,804,744,0,1548,0,1,2,1,3,1,Detchd,1978,Unf,2,440,Normal
1658,160,RL,2364,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,None,0,855,601,0,1456,0,0,2,1,3,1,Attchd,1978,Fin,2,440,Normal
1659,120,RL,2104,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,None,0,836,0,0,836,0,1,1,0,2,1,Attchd,1976,Unf,1,345,Normal
1660,20,RL,10710,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,BrkFace,165,1120,0,0,1120,0,1,1,0,3,1,Attchd,1966,RFn,2,656,Normal
1661,60,RL,14257,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,Stone,726,1794,978,0,2772,1,0,3,1,4,1,BuiltIn,2007,Fin,3,754,Normal
1662,60,RL,12350,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,None,0,1365,1325,0,2690,1,0,2,1,3,1,Attchd,2009,RFn,3,864,Partial
1663,20,RL,12350,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,Stone,450,2020,0,0,2020,1,0,2,0,3,1,Attchd,2008,RFn,3,896,Normal
1664,20,RL,13693,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,Stone,472,2674,0,0,2674,2,0,2,1,2,1,Attchd,2007,Fin,3,762,Normal
1665,20,RL,11578,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,Stone,302,1736,0,0,1736,0,0,2,0,3,1,Attchd,2008,RFn,3,834,Normal
1666,20,RL,16870,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,BrkFace,238,1782,0,0,1782,1,0,2,0,3,1,Attchd,2004,Fin,3,932,Normal
1667,60,RL,23303,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,Stone,20,1508,1012,0,2520,1,0,2,1,5,1,BuiltIn,2007,Fin,3,640,Family
1668,20,RL,10367,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,Stone,284,1743,0,0,1743,1,0,2,0,3,1,Attchd,2008,RFn,3,927,Normal
1669,20,RL,10872,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,Stone,122,1531,0,0,1531,1,0,2,0,2,1,Attchd,2006,Fin,3,700,Normal
1670,20,RL,13514,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,None,285,1808,0,0,1808,1,0,2,0,3,1,Attchd,2008,Fin,3,850,Normal
1671,20,RL,12878,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,BrkFace,418,1760,0,0,1760,1,0,2,0,3,1,Attchd,2003,Fin,2,583,Normal
1672,20,RL,15274,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,BrkFace,724,2452,0,0,2452,2,0,2,0,3,1,Attchd,2003,Fin,3,886,Normal
1673,60,RL,13262,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,Stone,186,1105,1295,0,2400,0,0,3,1,4,1,BuiltIn,2003,Fin,3,730,Normal
1674,20,RL,9658,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,Stone,383,1606,0,0,1606,0,0,2,0,3,1,Attchd,2006,RFn,3,871,Normal
1675,120,RL,6904,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,Stone,240,1358,0,0,1358,0,0,2,0,2,1,Attchd,2005,RFn,2,484,Normal
1676,120,RL,5122,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,Stone,135,1306,0,0,1306,1,0,2,0,1,1,Attchd,2005,RFn,2,624,Normal
1677,120,RL,10307,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,Stone,176,1358,0,0,1358,1,0,2,0,2,1,Attchd,2008,RFn,2,484,Normal
1678,20,RL,14836,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,Stone,730,2492,0,0,2492,1,0,2,1,2,1,Attchd,2004,Fin,3,949,Abnorml
1679,20,RL,15262,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,BrkFace,470,2200,0,0,2200,1,0,2,1,3,1,Attchd,2003,Fin,3,685,Normal
1680,120,RL,7390,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,BrkFace,308,1884,0,0,1884,1,0,2,0,2,1,Attchd,2008,Fin,2,649,Partial
1681,120,RL,6472,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,BrkFace,500,1456,0,0,1456,0,0,2,0,2,1,Attchd,2008,RFn,2,539,Normal
1682,20,RL,16770,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,BrkFace,270,1712,0,0,1712,1,0,2,0,3,1,Attchd,2002,RFn,3,701,Normal
1683,120,RL,3480,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,Stone,163,1405,0,0,1405,0,0,2,0,2,1,Attchd,2003,RFn,2,478,Normal
1684,60,RL,10928,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,None,0,728,728,0,1456,0,0,2,1,3,1,Attchd,2005,Fin,2,390,Normal
1685,60,RL,8918,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,None,0,745,745,0,1490,0,0,2,1,3,1,Attchd,2005,Fin,2,392,Normal
1686,120,RL,3182,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,BrkFace,16,1220,0,0,1220,0,0,2,0,2,1,Attchd,2005,Fin,2,397,Normal
1687,80,RL,9434,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,None,0,744,630,0,1374,0,0,2,1,3,1,BuiltIn,2004,Fin,2,400,Normal
1688,60,RL,7984,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,BrkFace,200,868,762,0,1630,0,0,2,1,3,1,BuiltIn,2004,Fin,2,436,Normal
1689,60,RL,10125,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,None,0,846,748,0,1594,0,0,2,1,3,1,Attchd,2004,Fin,2,434,Normal
1690,60,RL,8965,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,806,683,0,1489,1,0,2,1,3,1,Attchd,2003,Fin,2,400,Normal
1691,60,RL,8174,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,698,644,0,1342,1,0,2,1,3,1,Attchd,2003,Fin,2,393,Normal
1692,60,RL,12891,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,NA,NA,878,1126,0,2004,1,0,2,1,4,1,BuiltIn,2002,Fin,3,644,Normal
1693,80,RL,9734,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,None,0,744,630,0,1374,0,0,2,1,3,1,BuiltIn,2004,Fin,2,400,Normal
1694,60,RL,8433,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,None,0,819,695,0,1514,1,0,2,1,3,1,Attchd,2000,Fin,2,394,Normal
1695,80,RL,7750,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,None,0,774,656,0,1430,0,0,2,1,3,1,BuiltIn,1999,RFn,2,400,Normal
1696,60,RL,15896,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,BrkFace,210,1223,1089,0,2312,1,0,2,1,4,1,BuiltIn,1999,Fin,3,658,Normal
1697,80,RL,7848,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,None,0,774,656,0,1430,0,0,2,1,3,1,BuiltIn,1999,Fin,2,410,Normal
1698,60,RL,12720,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,BrkFace,150,1466,1221,0,2687,1,0,2,1,4,1,BuiltIn,2000,RFn,3,810,Normal
1699,20,RL,10750,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,BrkFace,634,2063,0,0,2063,1,0,2,0,3,1,Attchd,1994,Fin,3,815,Normal
1700,60,RL,9085,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,BrkFace,286,1094,967,0,2061,1,0,2,1,3,1,Attchd,1995,Fin,2,647,Normal
1701,60,RL,11692,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,BrkFace,372,1215,1017,0,2232,1,0,2,1,3,1,Attchd,1993,RFn,2,623,Normal
1702,20,RL,11194,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,Stone,240,1696,0,0,1696,0,0,2,0,3,1,Attchd,2008,RFn,3,972,Normal
1703,20,RL,10206,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,BrkFace,294,1658,0,0,1658,0,0,2,1,3,1,Attchd,2008,Fin,3,726,Normal
1704,20,RL,10130,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,Stone,260,1702,0,0,1702,1,0,2,0,3,1,Attchd,2007,RFn,3,844,Normal
1705,20,RL,9139,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,Stone,206,1432,0,0,1432,0,0,2,0,3,1,Attchd,2006,Fin,2,492,Normal
1706,20,RL,11128,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,Stone,198,2490,0,0,2490,1,0,2,0,2,1,Attchd,2005,Fin,3,795,Normal
1707,20,FV,7993,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,NA,NA,1436,0,0,1436,0,0,2,0,3,1,Attchd,2008,Fin,2,529,Partial
1708,20,FV,8640,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,None,0,1402,0,0,1402,0,0,2,0,3,1,Attchd,2008,RFn,2,625,Normal
1709,20,FV,12606,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,Stone,120,1530,0,0,1530,0,0,2,0,3,1,Attchd,2008,RFn,3,984,Normal
1710,20,FV,7500,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,Stone,238,1448,0,0,1448,0,0,2,0,2,1,Attchd,2006,RFn,2,692,Normal
1711,60,FV,10603,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,Stone,121,909,886,0,1795,1,0,2,1,3,1,Attchd,2006,Fin,3,782,Normal
1712,20,FV,8125,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,BrkFace,288,1836,0,0,1836,0,0,2,0,3,1,Attchd,2009,Fin,2,517,Partial
1713,20,FV,10625,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,None,0,1662,0,0,1662,1,0,2,0,3,1,Attchd,2006,RFn,3,711,Normal
1714,20,FV,8736,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,None,0,1553,0,0,1553,1,0,2,0,3,1,Attchd,2003,RFn,2,588,Normal
1715,60,FV,8127,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,812,841,0,1653,1,0,2,1,3,1,Attchd,2003,RFn,2,628,Normal
1716,20,RL,9605,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,None,0,1218,0,0,1218,0,0,1,1,3,1,Detchd,2007,RFn,2,576,Normal
1717,20,RL,7500,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,None,0,1141,0,0,1141,1,0,1,1,3,1,Detchd,2006,RFn,2,484,Normal
1718,20,RL,7500,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,None,0,1158,0,0,1158,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
1719,60,RL,10628,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,None,0,871,941,0,1812,0,0,2,1,3,1,BuiltIn,2004,RFn,2,478,Normal
1720,20,RL,10141,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,BrkFace,264,1512,0,0,1512,0,0,2,0,3,1,Attchd,2004,RFn,3,845,Normal
1721,20,RL,13072,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,None,0,1114,0,0,1114,0,0,1,1,3,1,Detchd,2005,Unf,2,576,Normal
1722,20,RL,13072,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,None,0,1114,0,0,1114,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
1723,20,RL,12450,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,None,0,1114,0,0,1114,1,0,2,0,3,1,Detchd,2004,Unf,2,576,Normal
1724,20,RL,7328,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,BrkFace,140,1450,0,0,1450,0,0,2,0,2,1,Attchd,2008,RFn,3,788,Partial
1725,60,RL,11492,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,BrkFace,132,913,1209,0,2122,1,0,2,1,4,1,Attchd,1997,RFn,2,559,Normal
1726,60,RL,7703,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,None,0,833,897,0,1730,0,0,2,1,3,1,Attchd,1992,RFn,2,528,Normal
1727,120,RL,7175,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,None,0,1332,0,0,1332,0,0,2,0,2,1,Attchd,1990,RFn,2,542,Normal
1728,60,RL,9109,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,None,0,754,786,0,1540,1,0,2,1,3,1,Attchd,1994,RFn,2,495,Normal
1729,60,RL,10274,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,BrkFace,141,698,702,0,1400,0,0,2,1,3,1,Attchd,1986,RFn,2,465,Normal
1730,90,RL,8250,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,None,0,964,918,0,1882,0,0,2,0,4,2,Attchd,1981,Unf,2,612,Normal
1731,20,RL,9750,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,None,0,980,0,0,980,1,0,1,0,3,1,Detchd,1969,Unf,2,400,Normal
1732,20,RL,8499,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,None,0,864,0,0,864,1,0,1,0,3,1,Detchd,1982,Unf,2,732,Normal
1733,20,RL,9079,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,None,0,864,0,0,864,0,0,1,0,2,1,Attchd,1961,Unf,1,440,Normal
1734,20,RL,9316,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,None,0,1020,0,0,1020,0,0,2,0,3,1,Attchd,1965,Unf,1,288,Family
1735,20,RL,7791,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,None,0,912,0,0,912,1,0,1,0,3,1,Attchd,1963,RFn,1,300,Normal
1736,20,RL,7150,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,BrkFace,60,912,0,0,912,0,1,1,0,3,1,Attchd,1962,Unf,1,252,Normal
1737,20,RL,15676,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,BrkFace,115,2014,0,0,2014,1,0,2,0,2,1,Attchd,1980,RFn,3,864,Normal
1738,60,RL,11949,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,BrkFace,196,975,780,0,1755,0,1,2,1,3,1,Attchd,1991,Unf,2,524,Normal
1739,160,FV,2880,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,None,0,1376,1629,0,3005,0,0,2,1,3,1,BuiltIn,2004,Fin,3,704,Normal
1740,120,FV,3830,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,Stone,280,1726,0,0,1726,0,0,2,1,2,1,Attchd,2008,Fin,2,561,Partial
1741,120,FV,4217,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,Stone,252,1256,0,0,1256,1,0,1,1,1,1,Attchd,2008,Fin,2,641,Normal
1742,160,FV,2998,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,BrkFace,513,756,756,0,1512,1,0,2,1,2,1,Detchd,2000,Unf,2,440,Normal
1743,160,FV,3768,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,BrkFace,218,713,739,0,1452,1,0,2,1,3,1,Detchd,1999,Unf,2,506,Normal
1744,20,RL,14694,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,BrkFace,450,1694,0,0,1694,1,0,2,0,2,1,Attchd,1977,Fin,2,642,Normal
1745,20,RL,15417,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,None,0,1740,0,0,1740,0,0,1,1,2,1,Attchd,1981,RFn,2,540,Normal
1746,80,RL,9600,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,BrkFace,200,1487,1012,0,2499,0,0,2,1,4,1,Attchd,1976,Unf,2,527,Abnorml
